,title,type,date_added,Action & Adventure,Anime,International,Family,Classic,Comedy,Crime,Cult,Documentaries,Dramas,Faith & Spirituality,Horror,Independent,LGBTQ,Music,Reality,Romantic,Sci-Fi & Fantasy,Science & Nature,Sports,Mystery,Thriller,Teen,mean_price,averageRating
1686,For the Broken Hearted,Movie,2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.8
1687,The Innocence Files,TV Show,2020-04-15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.9
1688,World Famous Lover,Movie,2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.0
1689,Chris D'Elia: No Pain,Movie,2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.9
1690,New Money,Movie,2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.3
1691,Moms at War,Movie,2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.4
1692,Surviving R. Kelly: The Impact,Movie,2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.4
1693,Code 8,Movie,2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.3
1694,Brews Brothers,TV Show,2020-04-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.2
1695,Love Wedding Repeat,Movie,2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.6
1696,The Trial,TV Show,2020-04-10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.2
1697,Tigertail,Movie,2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.6
1698,The Last Airbender,Movie,2020-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,4.0
1699,Mine 9,Movie,2020-04-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.0
1700,The Florida Project,Movie,2020-04-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.6
1701,Dark Light,Movie,2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402.6885710216704,4.4
1702,The Killing of a Sacred Deer,Movie,2020-04-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,402.6885710216704,7.0
1703,Angel Has Fallen,Movie,2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.4
1704,El Reemplazante,TV Show,2020-04-04,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,8.5
1705,Coffee & Kareem,Movie,2020-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.2
1706,Legacies,TV Show,2020-04-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,402.6885710216704,7.6
1707,The Death of Stalin,Movie,2020-04-03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.3
1708,Violet Evergarden: Eternity and the Auto Memory Doll,Movie,2020-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.4
1709,Agneepath,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.6
1710,Brothers,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.4
1711,Chhota Bheem and the Curse of Damyaan,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.4
1712,Community,TV Show,2020-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,8.5
1713,Duniya,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.3
1714,Duplicate,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.5
1715,Friendship,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.4
1716,Gumrah,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.1
1717,Hasee Toh Phasee,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.8
1718,Humpty Sharma Ki Dulhania,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.0
1719,Kaal,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,402.6885710216704,4.7
1720,Kabhi Alvida Naa Kehna,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,6.1
1721,Kal Ho Naa Ho,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.9
1722,Kapoor & Sons,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.7
1723,Kuch Kuch Hota Hai,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.5
1724,Man Like Mobeen,TV Show,2020-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,8.0
1725,Sunderland 'Til I Die,TV Show,2020-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,8.1
1726,The Iliza Shlesinger Sketch Show,TV Show,2020-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.1
1727,The Runaways,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,402.6885710216704,6.5
1728,The Windsors,TV Show,2020-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,7.2
1729,Ungli,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.8
1730,Wildling,Movie,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,402.6885710216704,5.5
1731,Indian Horse,Movie,2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,349.6186343106356,7.3
1732,Paharganj,Movie,2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.6186343106356,3.8
1733,Pretty Little Stalker,Movie,2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349.6186343106356,3.6
1734,Kannum Kannum Kollaiyadithaal,Movie,2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.6
1735,Rugal,TV Show,2020-03-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.3
1736,Rogue Warfare,Movie,2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,2.9
1737,Happy!,TV Show,2020-03-27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,8.1
1738,Ozark,TV Show,2020-03-27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,8.5
1739,The Decline,Movie,2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.0
1740,Uncorked,Movie,2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.4
1741,Happy Old Year,Movie,2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.2
1742,Making Unorthodox,Movie,2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.7
1743,Unorthodox,TV Show,2020-03-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.4
1744,Bethany Hamilton: Unstoppable,Movie,2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349.6186343106356,7.4
1745,Curtiz,Movie,2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.0
1746,Tom Segura: Ball Hog,Movie,2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.3
1747,Freud,TV Show,2020-03-23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.7
1748,J-Style Trip,TV Show,2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,349.6186343106356,5.0
1749,A Life of Speed: The Juan Manuel Fangio Story,Movie,2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349.6186343106356,7.0
1750,Archibald's Next Big Thing,TV Show,2020-03-20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.5
1751,Dino Girl Gauko,TV Show,2020-03-20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.1
1752,El silencio es bienvenido,Movie,2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.0
1753,Greenhouse Academy,TV Show,2020-03-20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,349.6186343106356,6.6
1754,Self Made: Inspired by the Life of Madam C.J. Walker,TV Show,2020-03-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.3
1755,She,TV Show,2020-03-20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.6
1756,The English Game,TV Show,2020-03-20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.6
1757,The Letter for the King,TV Show,2020-03-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.2
1758,Ultras,Movie,2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349.6186343106356,6.2
1759,Vampires,TV Show,2020-03-20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.5
1760,3022,Movie,2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,349.6186343106356,4.5
1761,Lu Over the Wall,Movie,2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349.6186343106356,6.8
1762,Bert Kreischer: Hey Big Boy,Movie,2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.0
1763,Shaun the Sheep: Adventures from Mossy Bottom,TV Show,2020-03-17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,8.0
1764,We Speak Dance,TV Show,2020-03-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.3
1765,Search Party,Movie,2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.6
1766,Bypass Road,Movie,2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349.6186343106356,5.3
1767,Steam Team to the Rescue,Movie,2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,3.4
1768,Jai Mummy Di,Movie,2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,3.7
1769,Bloodride,TV Show,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,349.6186343106356,6.4
1770,Go Karts,Movie,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.9
1771,Justine,Movie,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.7
1772,Lost Girls,Movie,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.2
1773,Miracle in Cell No. 7,Movie,2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,8.2
1774,The Valhalla Murders,TV Show,2020-03-13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.1
1775,Dirty Money,TV Show,2020-03-11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.0
1776,On My Block,TV Show,2020-03-11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,349.6186343106356,7.1
1777,Marc Maron: End Times Fun,Movie,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.8
1778,Sitara: Let Girls Dream,Movie,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.1
1779,Guilty,Movie,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.4
1780,Miles Davis: Birth of the Cool,Movie,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349.6186343106356,7.5
1781,Spenser Confidential,Movie,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.2
1782,Ugly Delicious,TV Show,2020-03-06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.8
1783,93 Days,Movie,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349.6186343106356,6.1
1784,Mighty Little Bheem: Festival of Colors,TV Show,2020-03-05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.2
1785,Aurora,Movie,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.5
1786,The Death of Mr. Lazarescu,Movie,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.8
1787,Taylor Tomlinson: Quarter-Life Crisis,Movie,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.4
1788,Uncovered,Movie,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,5.4
1789,W.E.,Movie,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.2
1790,Akame ga Kill!,TV Show,2020-03-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.8
1791,Babylon Berlin,TV Show,2020-03-01,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,8.4
1792,Bhangra Paa Le,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.3
1793,Frank & Lola,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349.6186343106356,5.9
1794,Hugo,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.5
1795,Ordinary World,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349.6186343106356,5.5
1796,"Pop, Lock 'n Roll",Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,7.4
1797,There Will Be Blood,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.6186343106356,8.2
1798,Voulez-vous rire avec moi ce soir?,Movie,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6186343106356,6.8
1799,Always a Witch,TV Show,2020-02-28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.3
1800,Queen Sono,TV Show,2020-02-28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.2
1801,Toy Boy,TV Show,2020-02-28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.4
1802,Unstoppable,TV Show,2020-02-28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.8
1803,Ala Vaikunthapurramuloo,Movie,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.3
1804,Altered Carbon,TV Show,2020-02-27,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.4
1805,Followers,TV Show,2020-02-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.4
1806,Gbomo Gbomo Express,Movie,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,5.1
1807,I Am Not Okay With This,TV Show,2020-02-26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,372.12736591539885,7.5
1808,The Arbitration,Movie,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,5.4
1809,The Visit,Movie,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.0
1810,When Love Happens,Movie,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.8
1811,Full Count,Movie,2020-02-23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,5.6
1812,Girl on the Third Floor,Movie,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.7
1813,Gentefied,TV Show,2020-02-21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.4
1814,System Crasher,Movie,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.8
1815,The Body,Movie,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372.12736591539885,5.4
1816,The Last Thing He Wanted,Movie,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372.12736591539885,4.4
1817,Yeh Ballet,Movie,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.5
1818,Pretville,Movie,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,372.12736591539885,5.0
1819,Spectros,TV Show,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,372.12736591539885,4.7
1820,Untamed Romania,Movie,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,8.4
1821,DreamWorks Shrek's Swamp Stories,TV Show,2020-02-17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.5
1822,By the Sea,Movie,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,5.3
1823,Miss Virginia,Movie,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.3
1824,On the Real,TV Show,2020-02-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,9.5
1825,Term Life,Movie,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372.12736591539885,5.6
1826,The Forest,Movie,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.8
1827,Talking Tom and Friends,TV Show,2020-02-15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.0
1828,Isi & Ossi,Movie,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.4
1829,Liefling,Movie,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,372.12736591539885,5.3
1830,The Ghost and the Tout,Movie,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.1
1831,Love Is Blind,TV Show,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,372.12736591539885,6.2
1832,Narcos: Mexico,TV Show,2020-02-13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,8.4
1833,To All the Boys: P.S. I Still Love You,Movie,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.1
1834,Love for Sale 2,Movie,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.0
1835,Better Call Saul,TV Show,2020-02-09,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,9.0
1836,Fronteras,Movie,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,372.12736591539885,3.9
1837,Polaroid,Movie,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.3
1838,The Coldest Game,Movie,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372.12736591539885,6.2
1839,Thottappan,Movie,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.9
1840,Azali,Movie,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,5.7
1841,Dragons: Rescue Riders,TV Show,2020-02-07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.0
1842,Horse Girl,Movie,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.0
1843,Jada,Movie,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372.12736591539885,5.4
1844,Locke & Key,TV Show,2020-02-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,372.12736591539885,6.9
1845,Who Killed Malcolm X?,TV Show,2020-02-07,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.6
1846,Team Kaylie,TV Show,2020-02-03,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.6
1847,Thambi,Movie,2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,372.12736591539885,6.8
1848,Chronically Metropolitan,Movie,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,372.12736591539885,5.0
1849,Is It Wrong to Try to Pick Up Girls in a Dungeon?,TV Show,2020-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,7.4
1850,Justice,Movie,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.1
1851,Love Jacked,Movie,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,5.8
1852,Misfit 2,Movie,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.9
1853,Pop Team Epic,TV Show,2020-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,6.9
1854,Shopkins,TV Show,2020-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.4
1855,The Car: Road to Revenge,Movie,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.12736591539885,4.0
